Student Number,Age,Gender,Residency,Class Standing,Scholarship,Study_Hours_Per_Week,Attendance_Rate,Y1_GWA,Y2_GWA,Y3_GWA,Y4_GWA,GPA_Trend,Final_GWA,Performance_Category
22-03194,20,Female,Family House,Regular,Yes,20,86,2.14,2.03,1.89,2.12,Stable,2.04,Good
22-03195,20,Male,Family House,Regular,Yes,31,97,1.76,1.65,1.51,1.88,Stable,1.68,Good
22-03196,22,Female,Family House,Regular,No,21,84,1.86,2.04,1.97,1.68,Stable,1.91,Good
22-03197,21,Female,Dorm,Regular,Yes,25,79,2.18,2.19,1.89,2.12,Stable,2.1,Good
22-03198,24,Female,Dorm,Regular,Yes,22,73,2.08,2.32,2.1,1.95,Stable,2.13,At-Risk
22-03199,21,Female,Family House,Regular,No,11,76,2.24,2.53,2.29,2.25,Stable,2.33,At-Risk
22-03200,24,Male,Dorm,Regular,No,15,78,2.31,2.11,2.21,2.12,Stable,2.2,At-Risk
22-03201,21,Female,Family House,Regular,No,22,83,1.69,1.85,2.06,2.08,Declining,1.89,Good
22-03202,21,Female,Family House,Regular,Yes,40,96,1.38,1.33,1.46,1.55,Stable,1.41,Excellent
22-03203,24,Female,Family House,Regular,Yes,28,82,1.85,1.72,1.93,1.93,Stable,1.85,Good
22-03204,20,Male,Dorm,Regular,No,32,91,1.5,1.64,1.47,1.6,Stable,1.54,Excellent
22-03205,24,Female,Family House,Regular,No,20,79,2.15,2.11,2.21,2.27,Stable,2.18,At-Risk
22-03206,23,Male,Family House,Regular,No,39,93,1.62,1.53,1.62,1.7,Stable,1.61,Excellent
22-03207,24,Female,Family House,Regular,Yes,19,74,2.17,2.15,2.22,2.17,Stable,2.18,At-Risk
22-03208,21,Female,Dorm,Regular,Yes,23,88,2.3,1.92,1.97,1.95,Improving,2.06,Good
22-03209,24,Female,Family House,Regular,No,15,81,1.89,1.72,1.99,1.6,Stable,1.83,Good
22-03210,20,Female,Dorm,Regular,No,25,90,1.49,1.62,1.6,1.62,Stable,1.57,Excellent
22-03211,22,Female,Dorm,Regular,No,37,90,1.51,1.75,1.76,1.75,Stable,1.68,Good
22-03212,20,Female,Family House,Irregular,Yes,25,95,2.0,1.74,1.42,1.57,Improving,1.71,Good
22-03213,24,Female,Family House,Irregular,No,15,81,2.27,2.22,2.06,2.0,Stable,2.16,At-Risk
22-03214,21,Female,Family House,Regular,No,33,90,1.65,1.47,1.56,1.55,Stable,1.56,Excellent
22-03215,20,Male,Family House,Regular,Yes,30,100,1.52,1.29,1.61,1.52,Stable,1.49,Excellent
22-03216,20,Female,Family House,Regular,No,26,81,1.82,1.94,1.83,1.85,Stable,1.86,Good
22-03217,22,Female,Family House,Regular,No,13,72,2.17,2.11,2.19,2.05,Stable,2.14,At-Risk
22-03218,23,Female,Family House,Regular,No,29,95,1.45,1.64,1.62,1.73,Stable,1.59,Excellent
22-03219,20,Female,Dorm,Regular,No,39,95,1.33,1.44,1.72,1.65,Declining,1.51,Excellent
22-03220,21,Male,Family House,Regular,No,18,76,2.36,2.22,2.19,2.4,Stable,2.28,At-Risk
22-03221,24,Male,Family House,Regular,No,33,98,1.67,1.47,1.51,1.65,Stable,1.57,Excellent
22-03222,24,Female,Family House,Regular,No,30,97,1.46,1.85,1.51,1.62,Stable,1.6,Excellent
22-03223,20,Male,Dorm,Regular,No,17,87,1.82,1.94,2.07,2.02,Stable,1.95,Good
22-03224,20,Male,Family House,Regular,No,16,94,1.92,1.9,2.06,1.88,Stable,1.94,Good
22-03225,21,Female,Family House,Regular,No,12,83,2.1,2.12,2.08,2.3,Stable,2.13,At-Risk
22-03226,23,Male,Family House,Regular,Yes,20,87,1.67,1.89,1.78,2.1,Declining,1.82,Good
22-03227,24,Male,Dorm,Regular,No,32,98,1.52,1.57,1.51,1.65,Stable,1.55,Excellent
22-03228,24,Male,Family House,Regular,No,30,95,1.63,1.88,1.83,1.48,Stable,1.73,Good
22-03229,22,Female,Dorm,Regular,No,27,85,1.77,1.89,1.86,2.1,Declining,1.88,Good
22-03230,24,Male,Dorm,Regular,No,18,83,2.04,2.26,2.28,2.4,Declining,2.22,At-Risk
22-03231,21,Female,Dorm,Regular,Yes,11,88,2.02,2.14,2.21,2.02,Stable,2.1,Good
22-03232,20,Female,Family House,Regular,Yes,21,99,1.82,1.97,1.76,1.8,Stable,1.84,Good
22-03233,23,Male,Dorm,Regular,No,20,87,1.8,1.56,1.75,2.05,Stable,1.76,Good
22-03234,24,Male,Family House,Regular,Yes,28,94,1.56,1.72,1.56,1.85,Stable,1.65,Excellent
22-03235,22,Female,Dorm,Regular,Yes,36,94,1.57,1.46,1.82,1.5,Stable,1.6,Excellent
22-03236,21,Female,Family House,Regular,Yes,24,92,1.8,1.69,1.76,1.85,Stable,1.77,Good
22-03237,24,Female,Family House,Regular,Yes,27,85,1.82,1.85,1.85,2.02,Stable,1.87,Good
22-03238,24,Female,Dorm,Regular,No,25,99,1.61,1.49,1.42,1.55,Stable,1.51,Excellent
22-03239,22,Male,Dorm,Regular,No,28,87,2.0,1.97,1.81,2.08,Stable,1.95,Good
22-03240,20,Male,Family House,Regular,No,17,90,2.04,1.86,1.97,1.62,Improving,1.91,Good
22-03241,20,Female,Dorm,Regular,No,37,91,1.52,1.56,1.74,1.55,Stable,1.59,Excellent
22-03242,20,Female,Family House,Irregular,No,40,97,2.21,1.33,1.56,1.7,Improving,1.72,Good
22-03243,22,Male,Family House,Regular,Yes,35,91,1.67,1.61,1.83,1.68,Stable,1.7,Good
22-03244,22,Female,Family House,Irregular,No,22,94,2.04,1.81,1.61,2.17,Stable,1.88,Good
22-03245,22,Female,Family House,Regular,No,29,90,2.12,1.92,2.01,1.98,Stable,2.01,Good
22-03246,24,Female,Family House,Regular,No,28,86,1.79,1.93,1.58,2.35,Declining,1.85,Good
22-03247,23,Female,Family House,Regular,Yes,23,83,2.06,2.11,2.03,1.88,Stable,2.04,Good
22-03248,24,Female,Dorm,Regular,No,18,71,2.25,2.19,2.32,2.3,Stable,2.26,At-Risk
22-03249,24,Female,Dorm,Regular,No,23,93,1.86,1.92,1.9,1.88,Stable,1.89,Good
22-03250,22,Male,Family House,Regular,No,13,76,2.14,2.29,2.1,2.4,Stable,2.21,At-Risk
22-03251,24,Female,Family House,Regular,No,27,88,1.83,1.92,1.69,1.68,Stable,1.79,Good
22-03252,23,Male,Family House,Irregular,No,17,83,2.19,2.21,1.86,1.95,Stable,2.07,Good
22-03253,24,Female,Dorm,Regular,No,11,84,2.12,2.03,1.99,2.05,Stable,2.05,Good
22-03254,20,Male,Dorm,Regular,No,15,86,1.81,1.78,1.93,1.75,Stable,1.82,Good
22-03255,22,Female,Family House,Regular,No,16,73,2.17,2.25,2.03,2.05,Stable,2.13,At-Risk
22-03256,21,Female,Family House,Regular,Yes,13,86,1.98,2.21,2.12,2.1,Stable,2.1,Good
22-03257,20,Male,Dorm,Regular,No,33,90,1.45,1.49,1.72,1.6,Stable,1.56,Excellent
22-03258,20,Male,Family House,Regular,No,37,99,1.37,1.76,1.61,1.85,Declining,1.61,Excellent
22-03259,21,Female,Family House,Regular,No,21,93,1.74,1.96,1.85,1.73,Stable,1.82,Good
22-03260,22,Male,Family House,Regular,No,22,89,1.81,2.04,1.86,1.8,Stable,1.88,Good
22-03261,22,Male,Family House,Regular,No,26,94,1.55,1.62,1.39,1.75,Stable,1.56,Excellent
22-03262,23,Male,Family House,Regular,No,17,88,2.0,1.9,1.9,1.85,Stable,1.93,Good
22-03263,20,Female,Dorm,Regular,No,24,91,1.81,1.82,1.88,1.95,Stable,1.85,Good
22-03264,20,Female,Family House,Regular,Yes,20,94,1.85,1.94,1.86,1.77,Stable,1.87,Good
22-03265,24,Male,Family House,Regular,No,28,99,1.51,1.79,1.69,1.6,Stable,1.65,Excellent
22-03266,24,Male,Family House,Regular,No,20,90,1.69,1.99,1.83,2.02,Declining,1.86,Good
22-03267,22,Male,Family House,Regular,No,23,80,1.79,1.9,1.74,2.15,Declining,1.86,Good
22-03268,23,Male,Family House,Regular,Yes,16,77,1.94,2.01,2.15,2.2,Stable,2.06,Good
22-03269,22,Female,Family House,Regular,No,28,82,1.87,1.86,1.83,1.9,Stable,1.86,Good
22-03270,21,Male,Dorm,Regular,No,32,98,1.58,1.32,1.54,1.68,Stable,1.51,Excellent
22-03271,21,Male,Family House,Regular,No,13,85,2.15,2.26,2.25,2.25,Stable,2.22,At-Risk
22-03272,24,Female,Family House,Regular,No,27,92,1.49,1.57,1.71,1.52,Stable,1.57,Excellent
22-03273,22,Female,Family House,Irregular,No,17,83,1.95,1.96,1.6,2.05,Stable,1.87,Good
22-03274,23,Male,Family House,Regular,No,22,84,2.15,1.76,1.86,2.15,Stable,1.97,Good
22-03275,23,Male,Dorm,Regular,Yes,34,96,1.54,1.6,1.57,1.77,Stable,1.6,Excellent
22-03276,24,Male,Family House,Regular,No,38,99,1.73,1.57,1.57,1.62,Stable,1.63,Excellent
22-03277,24,Male,Dorm,Regular,Yes,35,96,1.81,1.65,1.81,1.52,Stable,1.72,Good
22-03278,21,Female,Family House,Irregular,Yes,39,100,2.1,1.64,1.46,1.43,Improving,1.7,Good
22-03279,23,Female,Family House,Regular,Yes,12,90,2.01,2.04,2.21,2.25,Stable,2.11,At-Risk
22-03280,22,Male,Family House,Regular,No,20,80,1.83,1.99,1.81,1.93,Stable,1.88,Good
22-03281,22,Female,Family House,Regular,No,33,93,1.42,1.53,1.5,1.68,Stable,1.51,Excellent
22-03282,20,Male,Family House,Regular,No,20,85,1.99,2.18,2.18,2.25,Stable,2.13,At-Risk
22-03283,20,Male,Family House,Regular,No,23,80,1.77,2.03,1.79,1.9,Stable,1.87,Good
22-03284,20,Male,Family House,Regular,Yes,40,100,1.42,1.61,1.36,1.38,Stable,1.45,Excellent
22-03285,24,Female,Family House,Regular,No,27,87,1.76,1.89,1.81,1.77,Stable,1.81,Good
22-03286,23,Female,Family House,Regular,No,16,72,2.17,2.22,2.17,2.25,Stable,2.19,At-Risk
22-03287,21,Male,Family House,Regular,No,18,83,1.7,1.78,2.15,1.93,Stable,1.88,Good
22-03288,21,Male,Dorm,Regular,Yes,32,85,1.75,1.67,1.43,1.82,Stable,1.65,Excellent
22-03289,21,Female,Family House,Regular,No,24,83,1.81,1.67,1.79,1.65,Stable,1.74,Good
22-03290,24,Female,Family House,Regular,Yes,40,100,1.42,1.53,1.43,1.93,Declining,1.53,Excellent
22-03291,23,Male,Family House,Irregular,No,11,88,2.13,2.24,1.9,2.15,Stable,2.1,Good
22-03292,20,Female,Family House,Regular,Yes,40,95,1.44,1.51,1.24,1.57,Stable,1.43,Excellent
22-03293,20,Female,Dorm,Regular,Yes,26,88,1.87,1.67,1.81,1.85,Stable,1.79,Good
22-03294,24,Male,Family House,Regular,Yes,40,96,1.37,1.54,1.47,1.55,Stable,1.47,Excellent
22-03295,20,Female,Family House,Regular,Yes,40,99,1.57,1.6,1.35,1.7,Stable,1.54,Excellent
22-03296,22,Male,Dorm,Irregular,Yes,19,89,2.01,1.67,1.51,2.08,Stable,1.79,Good
22-03297,20,Male,Family House,Regular,No,17,91,2.04,2.0,2.0,1.55,Improving,1.94,Good
22-03298,22,Male,Family House,Regular,No,21,86,2.05,1.93,1.74,1.93,Stable,1.91,Good
22-03299,24,Male,Dorm,Regular,No,24,94,1.99,2.01,1.94,1.8,Stable,1.96,Good
22-03300,24,Female,Family House,Regular,No,17,83,1.85,2.08,1.71,1.95,Stable,1.89,Good
22-03301,20,Female,Dorm,Regular,No,14,78,2.02,2.11,2.31,2.08,Stable,2.13,At-Risk
22-03302,20,Female,Dorm,Regular,No,18,91,2.05,1.88,1.88,1.8,Stable,1.92,Good
22-03303,22,Male,Family House,Regular,No,27,84,1.79,1.86,1.76,2.05,Stable,1.84,Good
22-03304,21,Male,Dorm,Irregular,No,24,94,2.33,1.96,1.58,2.02,Improving,1.99,Good
22-03305,24,Female,Family House,Regular,No,26,82,2.07,1.78,1.79,2.02,Stable,1.91,Good
22-03306,24,Male,Family House,Regular,Yes,30,90,1.89,1.9,1.71,1.65,Stable,1.81,Good
22-03307,23,Male,Family House,Regular,No,14,87,2.0,2.22,2.4,2.4,Declining,2.23,At-Risk
22-03308,23,Female,Family House,Irregular,No,27,82,2.18,1.64,1.6,1.77,Improving,1.82,Good
22-03309,23,Male,Family House,Regular,No,20,72,2.37,2.25,2.19,2.15,Stable,2.26,At-Risk
22-03310,22,Male,Family House,Irregular,Yes,27,96,1.95,1.82,1.25,2.05,Stable,1.74,Good
22-03311,23,Female,Dorm,Regular,No,28,98,1.63,1.67,1.57,1.38,Stable,1.59,Excellent
22-03312,24,Male,Family House,Regular,No,17,83,2.27,2.04,2.17,2.4,Stable,2.2,At-Risk
22-03313,20,Female,Family House,Regular,No,28,83,1.94,1.93,1.93,1.55,Improving,1.88,Good
22-03314,20,Male,Family House,Regular,Yes,21,91,1.8,1.96,1.62,1.93,Stable,1.81,Good
22-03315,20,Male,Family House,Regular,No,16,90,1.9,1.88,1.92,2.05,Stable,1.92,Good
22-03316,20,Female,Family House,Regular,Yes,27,85,1.81,1.9,1.81,2.0,Stable,1.86,Good
22-03317,22,Female,Family House,Regular,No,23,95,1.71,1.9,1.9,1.7,Stable,1.81,Good
22-03318,24,Female,Dorm,Regular,No,9,70,2.19,2.19,2.21,2.12,Stable,2.19,At-Risk
22-03319,21,Female,Family House,Regular,No,19,86,1.9,1.92,1.82,1.85,Stable,1.88,Good
22-03320,23,Female,Family House,Regular,Yes,21,88,1.9,1.67,1.75,1.77,Stable,1.78,Good
22-03321,23,Male,Family House,Regular,No,11,81,2.37,2.32,1.94,2.15,Stable,2.21,At-Risk
22-03322,23,Male,Family House,Regular,Yes,27,99,1.96,1.76,1.86,1.77,Stable,1.85,Good
22-03323,23,Male,Family House,Regular,Yes,21,97,1.93,1.58,1.71,1.62,Improving,1.73,Good
22-03324,23,Female,Dorm,Regular,No,19,95,1.64,1.78,1.85,1.98,Declining,1.78,Good
22-03325,23,Male,Family House,Regular,Yes,24,90,1.98,2.28,2.15,2.2,Stable,2.14,At-Risk
22-03326,21,Male,Dorm,Regular,No,28,84,1.77,1.9,1.92,2.02,Stable,1.88,Good
22-03327,24,Female,Family House,Regular,Yes,13,88,2.23,2.33,2.07,2.35,Stable,2.23,At-Risk
22-03328,24,Female,Dorm,Regular,No,26,87,1.86,1.92,1.78,1.95,Stable,1.87,Good
22-03329,22,Female,Family House,Irregular,No,26,91,2.15,2.01,1.64,1.65,Improving,1.9,Good
22-03330,22,Female,Family House,Regular,No,13,88,2.15,2.17,2.22,2.15,Stable,2.18,At-Risk
22-03331,21,Female,Family House,Regular,No,35,91,1.6,1.39,1.36,1.68,Stable,1.49,Excellent
22-03332,20,Male,Dorm,Regular,No,28,91,1.81,1.94,2.0,1.85,Stable,1.9,Good
22-03333,23,Female,Dorm,Regular,No,18,88,2.36,2.04,2.29,2.12,Stable,2.22,At-Risk
22-03334,21,Female,Dorm,Regular,No,23,82,1.88,1.86,1.79,1.77,Stable,1.84,Good
22-03335,20,Female,Dorm,Irregular,No,18,90,2.13,1.67,1.68,1.77,Improving,1.83,Good
22-03336,20,Male,Family House,Regular,No,27,100,1.56,1.47,1.72,1.68,Stable,1.6,Excellent
22-03337,24,Male,Dorm,Irregular,No,10,73,2.13,2.15,1.99,2.3,Stable,2.12,At-Risk
22-03338,23,Male,Dorm,Regular,No,32,98,1.54,1.43,1.58,1.73,Stable,1.55,Excellent
22-03339,20,Female,Family House,Regular,Yes,28,86,1.96,1.81,1.75,1.65,Improving,1.82,Good
22-03340,24,Female,Dorm,Regular,Yes,25,90,1.61,1.67,1.67,1.65,Stable,1.65,Excellent
22-03341,23,Male,Dorm,Regular,Yes,31,84,1.6,1.6,1.53,2.0,Declining,1.64,Excellent
22-03342,22,Female,Family House,Regular,No,26,82,1.83,2.0,1.89,2.0,Stable,1.92,Good
22-03343,23,Male,Family House,Regular,Yes,35,100,1.49,1.42,1.32,1.52,Stable,1.43,Excellent
22-03344,21,Male,Dorm,Regular,No,20,81,1.96,1.89,1.96,1.77,Stable,1.91,Good
22-03345,21,Female,Family House,Regular,No,22,92,1.95,1.79,1.93,1.65,Stable,1.86,Good
22-03346,23,Male,Family House,Regular,No,19,89,1.63,1.81,1.82,1.82,Stable,1.76,Good
22-03347,22,Male,Family House,Irregular,No,25,93,2.2,1.78,1.72,1.6,Improving,1.87,Good
22-03348,21,Female,Family House,Regular,No,29,85,1.99,1.9,1.92,1.75,Stable,1.91,Good
22-03349,22,Male,Family House,Regular,Yes,14,73,2.17,2.25,2.06,2.1,Stable,2.15,At-Risk
22-03350,20,Male,Family House,Regular,No,29,82,1.82,1.58,1.92,1.8,Stable,1.78,Good
22-03351,20,Female,Family House,Irregular,No,22,93,2.2,1.71,1.67,1.85,Improving,1.87,Good
22-03352,21,Male,Family House,Regular,No,19,89,1.71,1.97,1.72,1.8,Stable,1.8,Good
22-03353,22,Female,Dorm,Regular,No,9,86,2.39,2.18,2.14,2.4,Stable,2.27,At-Risk
22-03354,22,Male,Family House,Regular,No,27,95,1.98,1.68,1.82,1.8,Stable,1.83,Good
22-03355,22,Female,Dorm,Regular,No,25,89,1.98,1.79,1.81,1.77,Stable,1.85,Good
22-03356,23,Female,Family House,Irregular,No,9,73,2.19,2.36,1.74,2.42,Stable,2.15,At-Risk
22-03357,22,Female,Dorm,Regular,No,27,97,1.56,1.53,1.72,1.38,Stable,1.57,Excellent
22-03358,24,Female,Family House,Regular,Yes,40,99,1.49,1.38,1.32,1.45,Stable,1.41,Excellent
22-03359,24,Female,Family House,Regular,No,19,83,2.21,2.11,2.25,1.85,Improving,2.14,At-Risk
22-03360,20,Female,Family House,Regular,No,25,88,1.95,1.99,1.78,1.93,Stable,1.91,Good
22-03361,22,Male,Dorm,Regular,Yes,19,87,1.88,1.68,1.68,1.82,Stable,1.76,Good
22-03362,20,Male,Dorm,Regular,Yes,31,88,1.71,1.69,1.74,1.7,Stable,1.71,Good
22-03363,24,Female,Family House,Irregular,No,16,88,2.14,1.96,1.61,2.2,Stable,1.96,Good
22-03364,20,Male,Dorm,Regular,Yes,31,98,1.51,1.67,1.65,1.27,Stable,1.56,Excellent
22-03365,24,Female,Family House,Irregular,No,27,83,2.31,1.71,1.86,1.6,Improving,1.92,Good
22-03366,23,Male,Dorm,Regular,No,17,76,2.3,2.1,2.01,2.17,Stable,2.15,At-Risk
22-03367,24,Male,Dorm,Regular,No,16,86,2.08,1.97,1.99,2.02,Stable,2.02,Good
22-03368,22,Female,Family House,Regular,No,16,88,1.82,1.61,1.75,1.93,Stable,1.76,Good
22-03369,21,Female,Family House,Regular,Yes,20,85,1.81,1.74,1.79,1.85,Stable,1.79,Good
22-03370,24,Male,Dorm,Irregular,No,23,95,2.14,1.88,1.74,2.17,Stable,1.97,Good
22-03371,24,Male,Family House,Irregular,No,26,98,2.06,1.46,1.62,1.62,Improving,1.72,Good
22-03372,23,Female,Family House,Regular,No,21,83,1.82,1.85,1.85,2.23,Declining,1.9,Good
22-03373,20,Female,Dorm,Irregular,No,27,84,2.37,1.88,1.56,2.05,Improving,1.97,Good
22-03374,24,Female,Dorm,Regular,No,26,94,1.64,1.92,1.47,1.5,Stable,1.65,Excellent
22-03375,23,Male,Family House,Regular,Yes,40,100,1.49,1.35,1.49,1.18,Improving,1.4,Excellent
22-03376,24,Male,Dorm,Irregular,No,22,88,2.12,1.92,1.72,1.57,Improving,1.88,Good
22-03377,24,Female,Family House,Regular,No,26,92,1.55,1.54,1.94,1.35,Stable,1.62,Excellent
22-03378,20,Male,Dorm,Regular,No,13,86,2.06,2.18,2.14,2.17,Stable,2.13,At-Risk
22-03379,24,Female,Family House,Regular,Yes,22,88,1.61,1.78,1.92,1.73,Stable,1.75,Good
22-03380,20,Male,Dorm,Regular,No,19,94,1.94,2.04,1.97,1.93,Stable,1.97,Good
22-03381,22,Female,Family House,Regular,No,16,93,1.95,2.01,1.94,1.9,Stable,1.96,Good
22-03382,20,Female,Family House,Irregular,No,25,80,2.23,1.83,1.62,2.1,Stable,1.94,Good
22-03383,20,Male,Family House,Regular,No,16,82,1.96,1.82,1.9,2.08,Stable,1.93,Good
22-03384,22,Male,Dorm,Irregular,Yes,30,84,2.21,1.74,1.67,1.52,Improving,1.84,Good
22-03385,22,Male,Dorm,Irregular,Yes,30,92,2.13,1.6,1.72,1.73,Improving,1.82,Good
22-03386,24,Female,Dorm,Regular,Yes,33,93,1.37,1.32,1.64,1.27,Stable,1.41,Excellent
22-03387,22,Female,Family House,Regular,Yes,32,97,1.48,1.56,1.67,1.45,Stable,1.54,Excellent
22-03388,23,Male,Family House,Regular,Yes,11,75,2.13,2.14,2.4,1.88,Stable,2.17,At-Risk
22-03389,23,Male,Dorm,Regular,Yes,28,95,1.7,1.83,1.56,1.55,Stable,1.68,Good
22-03390,20,Male,Dorm,Regular,No,20,84,2.11,2.11,2.18,2.38,Stable,2.17,At-Risk
22-03391,23,Male,Dorm,Regular,No,30,96,1.62,1.46,1.56,1.55,Stable,1.55,Excellent
22-03392,21,Male,Family House,Regular,No,40,98,1.58,1.5,1.62,1.62,Stable,1.58,Excellent
22-03393,21,Male,Dorm,Regular,Yes,19,80,1.95,2.19,2.08,2.05,Stable,2.07,Good
22-03394,24,Male,Dorm,Regular,No,17,94,1.94,1.92,1.81,1.85,Stable,1.88,Good
22-03395,24,Female,Dorm,Regular,No,21,80,1.83,1.75,1.72,2.15,Declining,1.83,Good
22-03396,21,Male,Dorm,Regular,No,39,95,1.58,1.21,1.49,1.48,Stable,1.44,Excellent
22-03397,20,Male,Family House,Regular,No,20,78,2.2,2.25,2.12,2.15,Stable,2.19,At-Risk
22-03398,24,Male,Family House,Irregular,No,27,92,2.08,1.89,1.82,1.8,Stable,1.92,Good
22-03399,23,Male,Dorm,Regular,No,18,82,1.81,2.01,2.08,1.85,Stable,1.94,Good
22-03400,22,Male,Family House,Regular,No,25,97,1.7,1.67,1.53,1.77,Stable,1.66,Good
22-03401,24,Male,Family House,Regular,No,35,91,1.62,1.53,1.69,1.68,Stable,1.62,Excellent
22-03402,20,Male,Family House,Regular,No,17,95,1.92,1.82,1.76,1.68,Stable,1.81,Good
22-03403,20,Female,Dorm,Regular,No,18,91,1.8,1.78,2.03,2.15,Declining,1.91,Good
22-03404,21,Female,Family House,Regular,Yes,17,74,1.99,1.85,2.35,1.8,Stable,2.02,Good
22-03405,24,Male,Dorm,Regular,No,30,95,1.48,1.42,1.65,1.38,Stable,1.49,Excellent
22-03406,20,Male,Family House,Regular,No,25,86,1.98,1.94,1.62,2.02,Stable,1.88,Good
22-03407,20,Female,Family House,Regular,No,12,70,2.21,2.36,2.35,2.25,Stable,2.29,At-Risk
22-03408,21,Female,Family House,Regular,No,31,92,1.74,1.68,1.43,1.68,Stable,1.63,Excellent
22-03409,23,Female,Family House,Regular,No,36,93,1.73,1.65,1.58,1.38,Improving,1.62,Excellent
22-03410,22,Male,Family House,Regular,No,22,95,1.93,1.82,2.01,2.05,Stable,1.94,Good
22-03411,21,Male,Dorm,Regular,No,24,88,1.77,2.14,1.75,1.93,Stable,1.89,Good
22-03412,20,Female,Family House,Regular,No,31,91,1.64,1.4,1.65,1.45,Stable,1.55,Excellent
22-03413,20,Male,Dorm,Regular,No,21,87,1.7,1.81,1.89,1.8,Stable,1.79,Good
22-03414,24,Male,Family House,Regular,No,11,85,2.4,2.39,2.15,1.9,Improving,2.26,At-Risk
22-03415,22,Male,Family House,Regular,Yes,33,93,2.0,1.72,1.65,1.85,Stable,1.81,Good
22-03416,22,Male,Family House,Regular,Yes,27,86,1.76,1.94,1.93,1.88,Stable,1.87,Good
22-03417,20,Male,Dorm,Regular,Yes,18,82,1.96,1.79,1.85,1.7,Stable,1.85,Good
22-03418,24,Female,Family House,Irregular,No,36,93,2.07,1.68,1.61,1.93,Stable,1.82,Good
22-03419,20,Female,Dorm,Regular,No,30,85,1.73,1.83,1.69,1.57,Stable,1.72,Good
22-03420,20,Female,Dorm,Regular,No,20,86,2.15,2.12,1.96,2.02,Stable,2.07,Good
22-03421,20,Female,Family House,Regular,Yes,14,87,2.02,2.32,2.14,2.15,Stable,2.15,At-Risk
22-03422,24,Female,Family House,Regular,No,28,92,1.44,1.94,1.68,1.8,Declining,1.69,Good
22-03423,20,Female,Dorm,Regular,No,16,79,2.15,2.22,2.15,2.08,Stable,2.16,At-Risk
22-03424,23,Female,Family House,Irregular,No,25,84,2.4,1.76,1.76,1.85,Improving,1.98,Good
22-03425,22,Male,Family House,Regular,No,23,93,1.82,2.12,1.69,1.82,Stable,1.87,Good
22-03426,21,Female,Family House,Regular,No,21,90,1.69,2.01,1.83,1.98,Stable,1.86,Good
22-03427,23,Male,Family House,Regular,No,18,78,2.17,2.1,2.24,2.3,Stable,2.19,At-Risk
22-03428,22,Male,Dorm,Regular,No,22,91,2.06,1.81,1.86,1.98,Stable,1.93,Good
22-03429,22,Male,Dorm,Regular,Yes,21,93,1.64,1.64,1.81,1.88,Stable,1.72,Good
22-03430,22,Male,Dorm,Irregular,No,24,88,2.2,1.94,1.62,1.85,Improving,1.93,Good
22-03431,24,Male,Family House,Irregular,No,32,99,2.23,1.44,1.57,1.6,Improving,1.75,Good
22-03432,21,Female,Family House,Regular,No,38,93,1.48,1.65,1.46,1.7,Stable,1.55,Excellent
22-03433,21,Female,Family House,Regular,No,8,76,2.38,2.15,2.06,2.27,Stable,2.22,At-Risk
22-03434,22,Male,Family House,Regular,Yes,22,84,1.83,1.78,1.94,1.88,Stable,1.85,Good
22-03435,20,Female,Family House,Regular,Yes,22,77,2.08,2.22,2.31,2.2,Stable,2.2,At-Risk
22-03436,24,Female,Family House,Regular,No,21,89,1.93,1.96,1.9,1.98,Stable,1.94,Good
22-03437,21,Female,Family House,Regular,No,36,91,1.68,1.79,1.61,1.7,Stable,1.69,Good
22-03438,21,Female,Family House,Regular,No,28,90,1.89,1.93,1.9,1.82,Stable,1.9,Good
22-03439,22,Male,Family House,Regular,No,30,92,1.5,1.65,1.9,1.62,Stable,1.67,Good
22-03440,22,Female,Family House,Regular,Yes,18,85,1.75,1.99,1.94,1.65,Stable,1.85,Good
22-03441,20,Female,Dorm,Regular,Yes,31,100,1.62,1.32,1.47,1.38,Stable,1.46,Excellent
22-03442,23,Male,Family House,Regular,No,18,86,1.83,2.07,1.78,1.62,Stable,1.85,Good
22-03443,20,Female,Family House,Regular,No,24,83,1.87,2.04,1.78,1.57,Stable,1.85,Good
22-03444,20,Male,Family House,Regular,Yes,29,85,1.81,1.69,2.01,1.77,Stable,1.83,Good
22-03445,24,Female,Family House,Irregular,No,28,88,2.2,1.94,1.6,1.95,Stable,1.93,Good
22-03446,22,Male,Dorm,Regular,No,17,94,1.87,1.81,1.81,1.9,Stable,1.84,Good
22-03447,22,Female,Family House,Regular,No,27,83,1.87,1.89,1.89,1.82,Stable,1.87,Good
22-03448,23,Male,Dorm,Irregular,No,14,86,2.01,2.19,1.82,2.4,Declining,2.07,Good
22-03449,24,Female,Family House,Regular,Yes,40,96,1.54,1.31,1.44,1.2,Improving,1.4,Excellent
22-03450,20,Male,Dorm,Regular,No,23,94,1.85,1.96,2.33,1.93,Stable,2.02,Good
22-03451,20,Male,Family House,Irregular,No,17,91,2.35,2.06,1.68,1.82,Improving,2.01,Good
22-03452,22,Female,Family House,Regular,No,13,74,2.29,2.35,2.21,2.27,Stable,2.28,At-Risk
22-03453,22,Female,Family House,Regular,Yes,19,89,1.79,1.71,1.93,2.0,Stable,1.84,Good
22-03454,22,Male,Family House,Regular,No,27,83,1.69,2.03,1.61,1.98,Stable,1.8,Good
22-03455,21,Male,Family House,Irregular,No,16,87,2.36,2.0,1.5,1.68,Improving,1.93,Good
